#bp.overlap	chr	cpgnum	entrez	gcnum	genesym	name	obsexp	refgene	start	stop	pval	qval	Class	nonzero_frac	avgGrpA	avgGrpB	150410_MCS0001_V1D_CACGAT_L002_R1	150410_MCS0002_V1D_ATACGG_L008_R1	150410_MCS0004_V1D_GATGCT_L008_R1	150410_MCSLNP4014_V1D_GGCCTG_L008_R1	150410_MCSLNP4015_V1D_TGAATG_L002_R1	MCSLNP4021_V1D
252;252	chr10	28	112817;112817	174	HOGA1;HOGA1	CpG:28	0.96	NM_001134670;NM_138413	99337989	99338241	0.502199735	0.810914196	0	1	0.172343883	0.126467257	0.185965092	0.144103855	0.186962701	0.212349458	0.067070834	0.09998148
11000	chr4	21	53834	173	FGFRL1	CpG:21	0.71	NM_021923	1007037	1007288	0.502203875	0.810914196	0	1	0.261542327	0.209123541	0.290589428	0.213076025	0.280961527	0.300788502	0.162412102	0.16417002
582;582;582;582;582;582;582;582	chr15	53	4212;4212;4212;4212;4212;4212;4212;4212	378	MEIS2;MEIS2;MEIS2;MEIS2;MEIS2;MEIS2;MEIS2;MEIS2	CpG:53	0.86	NM_172315;NM_172316;NM_002399;NM_001220482;NM_170674;NM_170675;NM_170676;NM_170677	37393666	37394248	0.502263225	0.810914196	0	0.421383648	0.00031777	0.00107599	0	0	0.000953311	0	0.001678291	0.001549678
959	chr1	111	1889	696	ECE1	CpG:111	0.88	NM_001113348	21671360	21672319	0.502318576	0.810914196	0	0.423188406	0.000224156	0.001679931	0.000429702	0	0.000242766	0	0.00094556	0.004094234
335	chr19	39	147872	226	CCDC155	CpG:39	1.04	NM_144688	49891269	49891604	0.502350281	0.810914196	0	1	0.091956323	0.067851777	0.116394546	0.053893582	0.10558084	0.096978924	0.044210811	0.062365595
803	chr6	87	23787	551	MTCH1	CpG:87	0.92	NM_014341	36953667	36954470	0.502365276	0.810914196	0	0.505102041	0.000238159	0.000312921	0.000198877	0	0.000515599	0	0.000455805	0.000482957
388	chr7	45	3199	260	HOXA2	CpG:45	1.04	NM_006735	27150030	27150418	0.502386197	0.810914196	0	1	0.149816948	0.107553651	0.188379224	0.091986727	0.169084894	0.16494247	0.063639401	0.094079083
424	chr1	42	348487	262	FAM131C	CpG:42	1.04	NM_182623	16399648	16400072	0.502404167	0.810914196	0	0.723214286	0.001142497	0.003046124	0	0.002264306	0.001163185	0.004734389	0.001541811	0.002862172
421;421;421	chr12	52	55200;55200;55200	330	PLEKHG6;PLEKHG6;PLEKHG6	CpG:52	0.81	NM_001144856;NM_001144857;NM_018173	6419603	6420024	0.502458511	0.810914196	0	1	0.007983547	0.010717563	0.009014173	0.007080832	0.007855636	0.012680935	0.007621463	0.011850292
1425	chr11	150	100616284	1012	MIR4489	CpG:150	0.84	NR_039709	65413778	65415203	0.502491946	0.810914196	0	1	0.110326373	0.112379922	0.1198801	0.085049112	0.126049907	0.115224051	0.092500067	0.129415647
374;374;374	chr16	26	197187;197187;1535	252	MGC23284;MGC23284;CYBA	CpG:26	0.63	NR_024399;NR_024402;NM_000101	88722324	88722698	0.502551484	0.810914196	0	1	0.22764489	0.192554073	0.265969401	0.18831374	0.228651528	0.232538606	0.14075263	0.204370984
1694;1319	chr6	161	7430;7430	1169	EZR;EZR	CpG:161	0.8	NM_003379;NM_001111077	159239081	159240775	0.502606484	0.810914196	0	0.527153558	0.000571539	0.00132942	0.000646022	0.00079342	0.000275173	0.001135145	0.001231922	0.001621194
1249;1153;1153	chr19	128	9170;80714;80714	883	LPAR2;PBX4;PBX4	CpG:128	0.82	NM_004720;NR_038198;NM_025245	19738572	19739821	0.502724928	0.810914196	0	0.662790698	0.005705413	0.009619009	0.00397391	0.006204037	0.006938293	0.004439934	0.002744641	0.021672452
765;270;1723;526;526	chr16	153	9143;124056;2671;124056;124056	1208	SYNGR3;NOXO1;GFER;NOXO1;NOXO1	CpG:153	0.72	NM_004209;NM_144603;NM_005262;NM_172168;NM_172167	2028987	2030710	0.502758343	0.810914196	0	0.91503268	0.035707474	0.03958817	0.032577001	0.031587422	0.042957999	0.037664718	0.034026912	0.047072879
432;432;432;432;432;432	chr2	35	81562;81562;81562;81562;81562;81562	280	LMAN2L;LMAN2L;LMAN2L;LMAN2L;LMAN2L;LMAN2L	CpG:35	0.85	NR_024518;NR_024519;NM_001142292;NR_024521;NR_024520;NM_030805	97405448	97405880	0.502817371	0.810914196	0	0.261904762	0.000220153	0.001452882	0	0.00066046	0	0	0.000850362	0.003508285
536;536;536;536;536;536;536;536	chr3	52	95;95;95;95;95;84836;84836;84836	355	ACY1;ACY1;ACY1;ACY1;ACY1;ABHD14B;ABHD14B;ABHD14B	CpG:52	0.89	NM_001198896;NM_001198897;NM_001198895;NM_001198898;NM_000666;NM_032750;NM_001254753;NM_001146314	52017056	52017592	0.502836964	0.810914196	0	0.398907104	0.000209457	0.003266968	2.24698E-06	1.47719E-05	0.000611351	6.923E-05	0.000353083	0.009378591
576;576	chr11	61	4723;4723	406	NDUFV1;NDUFV1	CpG:61	0.86	NM_007103;NM_001166102	67374150	67374726	0.502888541	0.810914196	0	0.368852459	3.72731E-05	0.002834137	0	3.4432E-05	7.73872E-05	6.76748E-07	5.28966E-05	0.008448838
795;795;795;795;795	chr11	70	740;740;2197;740;741	498	MRPL49;MRPL49;FAU;MRPL49;ZNHIT2	CpG:70	0.91	NM_004927;NR_037568;NM_001997;NR_037567;NM_014205	64889136	64889931	0.50289295	0.810914196	0	0.402380952	0.000287154	0.002842797	0.000436556	0.000424907	0	9.86141E-08	0.000617192	0.007911101
1015	chr1	111	55532	696	SLC30A10	CpG:111	0.93	NM_018713	220101132	220102147	0.503021847	0.810986477	0	0.650862069	0.001305105	0.00265546	0.000942559	0.001287131	0.001685626	0.001650427	0.001202716	0.005113237
370;370;370;370	chr17	32	57513;3993;3993;3993	253	CASKIN2;LLGL2;LLGL2;LLGL2	CpG:32	0.74	NM_020753;NM_001031803;NM_001015002;NM_004524	73518013	73518383	0.503047479	0.810986477	0	1	0.2156091	0.185307299	0.248185928	0.174050948	0.224590423	0.231929339	0.142817753	0.181174805
361	chr9	28	8818	232	DPM2	CpG:28	0.75	NM_003863	130706912	130707273	0.503164713	0.811023966	0	1	0.228553742	0.195320797	0.262840371	0.176211465	0.24660939	0.227288259	0.186118866	0.172555267
256;256;256;256;256	chr5	20	56146;56146;56147;56147;56147	156	PCDHA2;PCDHA2;PCDHA1;PCDHA1;PCDHA1	CpG:20	0.85	NM_031495;NM_018905;NM_018900;NM_031410;NM_031411	140165958	140166214	0.503376122	0.811023966	0	1	0.023970146	0.030985559	0.009920593	0.024870221	0.037119624	0.031018072	0.03836584	0.023572765
1191	chr2	121	375196	779	LOC375196	CpG:121	0.95	NR_028386	39186777	39187968	0.503503982	0.811023966	0	1	0.058156353	0.054571055	0.057341285	0.05166601	0.065461764	0.075235195	0.032821927	0.055656043
798	chr15	61	79768	470	KATNBL1	CpG:61	0.88	NM_024713	34501701	34502499	0.503564038	0.811023966	0	0.554216867	0.000360448	0.000760541	0.000656161	1.1167E-05	0.000414017	0.000708427	0.000370925	0.001202271
615	chr4	55	7222	391	TRPC3	CpG:55	0.89	NM_003305	122853554	122854169	0.503671949	0.811023966	0	1	0.151741797	0.124459364	0.160359292	0.124109723	0.170756375	0.147170506	0.085736026	0.14047156
1264;1264;1264;1199;1264;1264	chr1	113	389;284467;284467;333926;389;389	854	RHOC;FAM19A3;FAM19A3;PPM1J;RHOC;RHOC	CpG:113	0.78	NM_001042679;NM_001004440;NM_182759;NM_005167;NM_001042678;NM_175744	113256885	113258149	0.503682563	0.811023966	0	0.447222222	0.00129987	0.001355023	0.001560639	0.000680694	0.001658278	0.000689049	0.000372365	0.003003655
236	chr1	21	23207	165	PLEKHM2	CpG:21	0.74	NM_015164	16011266	16011502	0.503810902	0.811023966	0	0.428571429	0.000301344	0.000843553	0	0.000128068	0.000775962	0	0.000711073	0.001819585
641	chr14	81	10175	442	CNIH	CpG:81	1.07	NM_005776	54907596	54908237	0.503841605	0.811023966	0	0.457407407	0.000372249	0.001995071	0.000579169	0	0.000537579	0	0.000957628	0.005027584
841	chr1	106	4139	586	MARK1	CpG:106	1.06	NM_018650	220701507	220702348	0.503867708	0.811023966	0	0.286111111	0.000145313	0.000430686	0.00043594	0	0	0	0.000331359	0.000960698
1131	chr4	100	5308	742	PITX2	CpG:100	0.83	NM_000325	111553079	111554210	0.503877209	0.811023966	0	1	0.038217932	0.030548663	0.038533462	0.033664052	0.042456281	0.033163595	0.009397778	0.049084616
246;246;246	chr19	24	6618;6618;100507588	176	SNAPC2;SNAPC2;TGFBR3L	CpG:24	0.79	NM_003083;NR_030717;NM_001195259	7977471	7977717	0.503887022	0.811023966	0	1	0.207089904	0.165378804	0.254751936	0.153717985	0.212799791	0.214056376	0.111410023	0.170670013
266	chr19	20	284422	174	C19orf77	CpG:20	0.7	NM_001136503	3481782	3482048	0.50397151	0.811023966	0	1	0.081750552	0.103901438	0.07818095	0.082592713	0.084477992	0.149538608	0.076289871	0.085875834
730	chr7	66	4289	468	MKLN1	CpG:66	0.9	NM_013255	131012460	131013190	0.503982771	0.811023966	0	0.259009009	2.20313E-05	0.000936935	0	0	6.60939E-05	0	2.63463E-05	0.002784459
1378;1847;1847	chr7	133	100216545;55904;55904	1136	LOC100216545;MLL5;MLL5	CpG:133	0.77	NR_024586;NM_182931;NM_018682	104653119	104654966	0.504008682	0.811023966	0	0.408163265	0.000215863	0.000364389	0.000355895	0.000291693	0	0.000589947	0.000303971	0.000199249
1188	chr14	115	29091	795	STXBP6	CpG:115	0.86	NM_014178	25518424	25519612	0.504016486	0.811023966	0	0.488188976	0.000422617	0.000699184	0	0.000904179	0.000363671	0.000682357	0.000362812	0.001052384
710;710	chr10	67	84883;84883	447	AIFM2;AIFM2	CpG:67	0.97	NM_032797;NM_001198696	71892092	71892802	0.504041177	0.811023966	0	0.884615385	0.001759014	0.001930477	0.000864179	0.002708375	0.001704488	0.000885442	0.002460669	0.002445319
385;385;385;349	chr9	30	407019;407012;100422842;407011	249	MIR27B;MIR24-1;MIR3074;MIR23B	CpG:30	0.75	NR_029665;NR_029496;NR_036109;NR_029664	97848140	97848525	0.504056991	0.811023966	0	1	0.198532145	0.165036621	0.242429145	0.152643546	0.200523744	0.162570577	0.131794241	0.200745045
510	chr5	65	167555	357	FAM151B	CpG:65	1.04	NM_205548	79783635	79784145	0.50414342	0.811023966	0	0.841025641	0.000711905	0.00254934	0.000416606	0.000735237	0.000983873	0.000927486	0.000235077	0.006485457
800;800;800;800	chr1	71	57708;57708;79819;79819	520	MIER1;MIER1;WDR78;WDR78	CpG:71	0.85	NM_001077704;NM_001077701;NM_207014;NM_024763	67395683	67396483	0.504191152	0.811023966	0	0.353658537	8.6449E-05	0.000335691	0	0.000259347	0	0	0.000544924	0.00046215
1637;1637	chr17	210	51655;51655	1362	RASD1;RASD1	CpG:210	0.95	NM_016084;NM_001199989	17398248	17400346	0.50420312	0.811023966	0	0.497050147	0.001145335	0.002201407	0.00110288	0.001366383	0.000966743	0.001015522	0.001962907	0.003625791
1231;1231;1231	chr11	131	59307;59307;59307	894	SIGIRR;SIGIRR;SIGIRR	CpG:131	0.81	NM_001135053;NM_021805;NM_001135054	416419	417650	0.504222678	0.811023966	0	0.865196078	0.003379402	0.006620673	0.004293454	0.002533402	0.003311349	0.004772123	0.001912121	0.013177775
666	chr22	68	164684	439	WBP2NL	CpG:68	0.94	NM_152613	42394589	42395255	0.504411669	0.811152819	0	1	0.062594095	0.046244235	0.062431555	0.038136086	0.087214644	0.057081039	0.038691961	0.042959704
585;585;585;585;585;585;585;585;585;585;585;585;585;585;585;585	chr17	74	79415;79415;79415;79415;79415;79415;79415;79415;79415;79415;79415;26502;26502;26502;79415;26502	380	C17orf62;C17orf62;C17orf62;C17orf62;C17orf62;C17orf62;C17orf62;C17orf62;C17orf62;C17orf62;C17orf62;NARF;NARF;NARF;C17orf62;NARF	CpG:74	1.21	NM_001193654;NM_001193657;NM_001193653;NM_001033046;NM_001100408;NR_036514;NR_036517;NR_036516;NR_036519;NR_036518;NM_001100407;NM_012336;NM_001083608;NM_031968;NM_001193655;NM_001038618	80408294	80408879	0.504412514	0.811152819	0	0.542635659	0.000303708	0.002270488	4.93617E-05	6.81114E-05	0.000793651	7.48581E-05	0.00054774	0.006188865
590;590	chr19	70	399664;399664	677	MEX3D;MEX3D	CpG:70	0.64	NM_203304;NM_001174118	1577467	1578509	0.504577329	0.811302908	0	1	0.247534395	0.210700488	0.260293225	0.200636496	0.281673464	0.259096619	0.167806386	0.205198459
803	chr22	74	65078	528	RTN4R	CpG:74	0.87	NM_023004	20254889	20255692	0.504615593	0.811302908	0	0.620155039	0.001685639	0.003308932	0.00231122	0.001110361	0.001635335	0.001537489	0.002275659	0.006113649
297	chr1	34	149134	214	LOC149134	CpG:34	0.91	NR_015422	246952214	246952511	0.50492506	0.81171219	0	1	0.006122336	0.011558693	0.011532978	0.00236549	0.004468541	0.014554732	0.002253182	0.017868166
218	chr19	21	342933	136	ZSCAN5B	CpG:21	1.01	NM_001080456	56709055	56709273	0.50510687	0.811872739	0	1	0.124834533	0.102146851	0.139164744	0.100008623	0.135330231	0.137055351	0.071634949	0.097750252
1443	chr1	121	4209	964	MEF2D	CpG:121	0.76	NM_005920	156469617	156471060	0.505134753	0.811872739	0	0.380769231	0.000134145	0.000581323	0.000402436	0	0	0	0.000963793	0.000780176
291	chr2	36	377007	271	KLHL30	CpG:36	0.75	NM_198582	239048071	239048454	0.50524443	0.811960749	0	1	0.145279528	0.116509253	0.123115329	0.112759111	0.199964144	0.143277622	0.079838746	0.12641139
1242	chr14	282	64207	2050	IRF2BPL	CpG:282	0.9	NM_024496	77491938	77495276	0.505312648	0.811982045	0	0.62716763	0.017737885	0.023020569	0.018514228	0.012677609	0.02202182	0.026647483	0.021102862	0.021311362
520;520;520	chrY	41	252955;100101121;64591	371	TTTY23;TTTY23B;TSPY2	CpG:41	0.66	NR_001540;NR_003593;NM_022573	6114064	6114584	0.505445403	0.811982045	0	0.325203252	0.000774324	0.000324971	0.001255824	0.001067149	0	0.000974914	0	0
480	chr8	34	65263	323	PYCRL	CpG:34	0.63	NM_023078	144696328	144696808	0.505480313	0.811982045	0	1	0.225059892	0.192269218	0.285988477	0.165564735	0.223626463	0.208813283	0.164542302	0.203452069
316;316;316	chr3	27	115795;115795;55845	225	C3orf24;C3orf24;BRK1	CpG:27	0.68	NM_173472;NM_001164839;NM_018462	10149750	10150066	0.505488744	0.811982045	0	1	0.212431073	0.171471172	0.191985876	0.177558764	0.267748579	0.234959864	0.114036905	0.165416746
2367	chr16	173	100188847	1529	MIR1225	CpG:173	0.7	NR_030646	2139803	2142170	0.505532278	0.811982045	0	1	0.151851402	0.132011154	0.164998386	0.1120793	0.178476519	0.158602129	0.103217415	0.134213917
1041;1041;1041	chr22	98	51733;646023;646023	720	UPB1;ADORA2A-AS1;ADORA2A-AS1	CpG:98	0.79	NM_016327;NR_028483;NR_028484	24890412	24891453	0.505683822	0.812038188	0	1	0.059929479	0.067469124	0.059983187	0.048978648	0.070826603	0.077292739	0.062678217	0.062436416
1631	chr19	136	10347	1085	ABCA7	CpG:136	1.06	NM_019112	1033605	1035236	0.50572078	0.812038188	0	0.786764706	0.017637454	0.018970397	0.01750112	0.015057763	0.020353479	0.023378284	0.009691241	0.023841665
421	chr10	31	8433	264	UTF1	CpG:31	0.75	NM_003577	135038085	135038506	0.505732001	0.812038188	0	1	0.161155825	0.147223747	0.187107827	0.130944325	0.165415323	0.189080305	0.123803504	0.128787432
219	chr9	19	100128593	150	LOC100128593	CpG:19	0.74	NR_033913	139634062	139634281	0.505898087	0.812197671	0	1	0.214059014	0.185802571	0.238831463	0.184954238	0.218391339	0.226858003	0.15113759	0.179412121
202	chr22	14	23151	139	GRAMD4	CpG:14	0.67	NM_015124	47022457	47022659	0.505941194	0.812197671	0	1	0.150204169	0.12692102	0.167996163	0.12207078	0.160545564	0.106045301	0.108096274	0.166621483
617;617	chr12	58	728568;6996	415	C12orf73;TDG	CpG:58	0.84	NM_001135570;NM_003211	104359406	104360023	0.506257553	0.812458975	0	0.833333333	0.007192864	0.011696753	0.008593119	0	0.012985473	0.011172592	0.01214507	0.011772597
785;785;785	chr7	69	57154;57154;57154	398	SMURF1;SMURF1;SMURF1	CpG:69	1.38	NM_020429;NM_181349;NM_001199847	98741205	98741990	0.506296134	0.812458975	0	0.405149051	0.000151524	0.000595814	0.000454571	0	0	0	0.000356669	0.001430772
800	chr7	67	3199	545	HOXA2	CpG:67	0.73	NM_006735	27147589	27148389	0.506369047	0.812458975	0	1	0.199514149	0.160869031	0.220996924	0.166413235	0.211132289	0.231332755	0.108042661	0.143231677
2776;1958;1958;1958;1958	chr16	254	124402;23295;23295;23295;23295	1757	FAM100A;MGRN1;MGRN1;MGRN1;MGRN1	CpG:254	0.92	NM_145253;NM_001142289;NM_001142291;NM_001142290;NM_015246	4664006	4666782	0.506376594	0.812458975	0	0.701314217	0.014721647	0.019932204	0.015206198	0.01181533	0.017143414	0.021109133	0.017466959	0.021220521
795	chr19	58	57343	479	ZNF304	CpG:58	0.81	NM_020657	57862441	57863236	0.506378726	0.812458975	0	0.781609195	0.001070501	0.002381545	0.001803506	0.00072862	0.000679377	0.000747606	0.002349182	0.004047848
1117;1117	chr16	133	162073;162073	962	ITPRIPL2;ITPRIPL2	CpG:133	0.85	NM_001034841;NR_028028	19125136	19126607	0.506507115	0.812468257	0	0.931182796	0.012439147	0.017186688	0.008838556	0.010786987	0.017691898	0.015304059	0.013819267	0.022436736
406	chr10	36	1147	238	CHUK	CpG:36	1.06	NM_001278	101989127	101989533	0.506518383	0.812468257	0	0.879844961	0.001351085	0.004974141	0.002333668	0.000739981	0.000979606	0.000707209	0.002070839	0.012144374
1577	chr11	196	22997	1406	IGSF9B	CpG:196	0.85	NM_014987	133825337	133827457	0.506549367	0.812468257	0	0.415909091	0.000297989	0.00085347	0.000475606	9.11642E-05	0.000327196	0.0004223	0.000284225	0.001853886
605	chr16	53	100423037	399	MIR3176	CpG:53	0.81	NR_036137	587567	588172	0.506761429	0.812609413	0	1	0.24333136	0.207682938	0.277507789	0.203151069	0.249335222	0.265663465	0.159376021	0.19800933
220	chr7	19	768213	147	MIR671	CpG:19	0.77	NR_030407	150934649	150934869	0.506868968	0.812609413	0	1	0.221817173	0.185492062	0.238729772	0.167631563	0.259090183	0.242463287	0.148898975	0.165113925
2048	chr16	200	64319	1286	FBRS	CpG:200	0.99	NM_001105079	30669107	30671155	0.506882603	0.812609413	0	0.31404321	9.78496E-05	0.001496477	0	0	0.000293549	0.000201063	0.000206869	0.004081497
974	chr8	88	23362	546	PSD3	CpG:88	1.16	NM_015310	18871072	18872046	0.506889112	0.812609413	0	0.840707965	0.002525147	0.004009841	0.00194513	0.002455677	0.003174635	0.005002544	0.002308346	0.004718634
1166;1166	chr5	117	51149;51149	771	C5orf45;C5orf45	CpG:117	0.92	NM_016175;NM_001017987	179285250	179286416	0.507008015	0.812609413	0	0.449453552	0.000239781	0.003744691	0.000441505	0.000276928	9.11056E-07	3.77218E-06	0.000458986	0.010771316
298	chr21	27	7485	199	WRB	CpG:27	0.81	NM_001146218	40757602	40757900	0.507144154	0.812609413	0	1	0.135461946	0.111494048	0.152550495	0.110201607	0.143633734	0.157975823	0.074378495	0.102127825
712	chr8	60	8658	485	TNKS	CpG:60	0.73	NM_003747	9413381	9414093	0.507193854	0.812609413	0	0.433333333	0.000280715	0.00189586	0	0	0.000842144	0	0.00074473	0.00494285
692	chr22	59	83642	487	SELO	CpG:59	0.69	NM_031454	50636305	50636997	0.507210695	0.812609413	0	1	0.206602079	0.17235281	0.215664428	0.170499804	0.233642006	0.218638448	0.117568072	0.18085191
256;256	chr1	33	26750;26750	184	RPS6KC1;RPS6KC1	CpG:33	1	NM_012424;NM_001136138	213224611	213224867	0.507305065	0.812609413	0	0.868686869	0.000641232	0.001888169	0.000856549	0.000200698	0.000866449	0.000296219	0.00115258	0.004215709
2593;2785	chr1	281	126789;116983	1766	PUSL1;ACAP3	CpG:281	1.01	NM_153339;NM_030649	1242400	1245185	0.507370599	0.812609413	0	0.530126336	0.008553707	0.010787679	0.007544793	0.006603927	0.011512399	0.009871604	0.010022826	0.012468607
591	chr7	66	6717	427	SRI	CpG:66	0.86	NM_003130	87849003	87849594	0.507400595	0.812609413	0	0.671717172	0.000511171	0.001494658	0	0.000769861	0.000763651	0.000607515	0.000676689	0.003199769
2738;3161;1337;1337;1337;1337;1337;1337;1337;1337	chr17	302	100130148;100128977;4137;4137;4137;4137;4137;4137;4137;4137	2254	MAPT-IT1;MAPT-AS1;MAPT;MAPT;MAPT;MAPT;MAPT;MAPT;MAPT;MAPT	CpG:302	0.86	NR_024560;NR_024559;NM_016835;NM_016841;NM_005910;NM_001123067;NM_016834;NM_001123066;NM_001203251;NM_001203252	43971410	43975040	0.507447954	0.812609413	0	0.673935618	0.002340412	0.004600877	0.002989215	0.002695974	0.001336048	0.007062002	0.001942012	0.004798618
773	chr19	70	9170	619	LPAR2	CpG:70	0.65	NM_004720	19748266	19749131	0.50751711	0.812609413	0	1	0.186947907	0.159142609	0.201620915	0.14292817	0.216294635	0.215881564	0.128345081	0.133201181
551;551;551;551	chr14	55	55644;90809;90809;4860	358	OSGEP;TMEM55B;TMEM55B;PNP	CpG:55	0.97	NM_017807;NM_144568;NM_001100814;NM_000270	20929157	20929708	0.507593097	0.812609413	0	0.565656566	0.000365898	0.000714495	0.000794238	0	0.000303455	0.000656801	0.000570048	0.000916636
1097	chr20	141	5075	998	PAX1	CpG:141	0.84	NM_006192	21686199	21687689	0.507596685	0.812609413	0	0.905747126	0.007399234	0.007394295	0.008642241	0.005519106	0.008036356	0.006294145	0.002612785	0.013275956
1686	chr19	133	126326	956	GIPC3	CpG:133	0.99	NM_133261	3576628	3578314	0.507612834	0.812609413	0	1	0.082901633	0.07618292	0.092846683	0.060255301	0.095602916	0.081279065	0.0641051	0.083164595
781;781	chr14	77	9112;9112	534	MTA1;MTA1	CpG:77	0.84	NM_004689;NM_001203258	105877371	105878152	0.507615085	0.812609413	0	0.936507937	0.003889039	0.007685648	0.002289824	0.003567759	0.005809534	0.002953681	0.005567051	0.014536212
1285;1285;1285;1285;1285	chr17	136	100294362;284131;284131;284131;100616359	873	LOC100294362;ENDOV;ENDOV;ENDOV;MIR4730	CpG:136	0.93	NR_029376;NM_001164637;NM_001164638;NM_173627;NR_039883	78388437	78389722	0.507626685	0.812609413	0	0.49877451	0.000455538	0.00217092	0.000525343	0.000616641	0.000224631	3.86858E-05	0.001108653	0.005365421
207	chr11	15	7481	122	WNT11	CpG:15	0.84	NM_004626	75922169	75922376	0.507753328	0.812708678	0	1	0.027104509	0.037048186	0.019926764	0.037614139	0.023772623	0.039052926	0.049154751	0.022936881
657	chr3	62	23150	457	FRMD4B	CpG:62	0.79	NM_015123	69434926	69435583	0.507881436	0.812708678	0	0.959677419	0.011752189	0.002115853	0.003238935	0.030538938	0.001478694	0.004192743	0.001405013	0.000749801
536;536	chr17	39	2826;79990	334	CCR10;PLEKHH3	CpG:39	0.75	NM_016602;NM_024927	40835731	40836267	0.507917921	0.812708678	0	1	0.037102889	0.044958211	0.031268043	0.029628277	0.050412349	0.039550586	0.044013161	0.051310885
997	chr1	100	6675	649	UAP1	CpG:100	0.95	NM_003115	162530856	162531853	0.507977081	0.812708678	0	0.315942029	0.00014646	0.000524977	0	0	0.00043938	0	0.000150399	0.001424531
