s__Enterococcus_B hirae	GCA_000271405.2
s__Desulfitobacterium dichloroeliminans	GCF_000243135.2
s__Desulfitobacterium dehalogenans	GCF_000243155.2
s__Bifidobacterium animalis	GCF_000260715.1
s__Edwardsiella anguillarum	GCF_000264765.2
s__Alistipes finegoldii	GCF_000265365.1
s__Bradyrhizobium japonicum	GCF_000284375.1
s__Kosakonia sacchari	GCF_000300455.3
s__Deinococcus_A peraridilitoris	GCF_000317835.1
s__Echinicola vietnamensis	GCF_000325705.1
s__Thermoclostridium stercorarium	GCF_000331995.1
s__Nonlabens dokdonensis	GCF_000332115.1
s__Kinetoplastibacterium oncopeltii	GCF_000340865.1
s__Caballeronia insecticola	GCF_000402035.1
s__Babela massiliensis	GCF_000513475.1
s__Hepatoplasma crinochetorum_B	GCF_000582535.1
s__Nitrosospira briensis	GCF_000619905.2
s__Pseudomonas knackmussii	GCF_000689415.1
s__Gemmatimonas phototrophica	GCF_000695095.2
s__Hymenobacter sp000737515	GCF_000737515.1
s__Thermanaerosceptrum fracticalcis	GCF_000746025.2
s__Paenibacillus durus	GCF_000756615.1
s__Paenibacillus borealis	GCF_000758665.1
s__Bifidobacterium kashiwanohense_A	GCF_000800455.1
s__Clostridium_I pasteurianum	GCF_000807255.1
s__Coxiella sp000815025	GCF_000815025.1
s__Celeribacter indicus	GCF_000819565.1
s__Serratia symbiotica	GCF_000821185.2
s__Magnetospira sp000968135	GCF_000968135.1
s__Pandoraea oxalativorans	GCF_000972785.3
s__Spirosoma radiotolerans	GCF_000974425.1
s__Methylopumilus planktonicus	GCF_000981505.1
s__Corynebacterium mustelae	GCF_001020985.1
s__Corynebacterium epidermidicanis	GCF_001021025.1
s__Mycobacterium sp001021385	GCF_001021385.1
s__Bifidobacterium breve	GCF_001025175.1
s__Endomicrobium proavitum	GCF_001027545.1
s__Marinobacter psychrophilus	GCF_001043175.1
s__Wenzhouxiangella marina	GCF_001187785.1
s__Hymenobacter sp001280305	GCF_001280305.1
s__Streptococcus mitis_AK	GCF_001281025.1
s__Spiroplasma_A cantharicola	GCF_001281045.1
s__Bartonella ancashensis	GCF_001281405.1
s__Specibacter alpinus_A	GCF_001294625.1
s__Glutamicibacter halophytocola	GCF_001302565.1
s__Azospirillum thiophilum	GCF_001305595.1
s__Sediminicola sp001430825	GCF_001430825.1
s__Helicobacter_C typhlonius	GCF_001460635.1
s__Pseudoalteromonas translucida	GCF_001465295.1
s__Paucibacter_A sp001477625	GCF_001477625.1
s__Turicibacter sp001543345	GCF_001543345.1
s__Rothia mucilaginosa_B	GCF_001548235.1
s__Bosea sp001562255	GCF_001562255.1
s__Collimonas pratensis	GCF_001584185.1
s__DDH964 sp001611275	GCF_001611275.1
s__Pseudomonas_E putida_B	GCF_001636055.1
s__Deinococcus puniceus	GCF_001644565.1
s__Dickeya solani	GCF_001644705.1
s__Halotalea alkalilenta_A	GCF_001648175.1
s__Acinetobacter wuhouensis	GCF_001696605.3
s__Bordetella_C sp001704295	GCF_001704295.1
s__Streptococcus himalayensis	GCF_001708305.1
s__Methyloversatilis sp001713355	GCF_001713355.1
s__Pectobacterium parmentieri	GCF_001742145.1
s__Lacunisphaera limnophila	GCF_001746835.1
s__Thermus brockianus	GCF_001880325.1
s__Spiroplasma sp001886495	GCF_001886495.1
s__Syntrophotalea_A acetylenivorans	GCF_001887775.1
s__Maribacter hydrothermalis	GCF_001913155.1
s__Sedimentisphaera cyanobacteriorum	GCF_001997385.1
s__Roseibium aggregatum_A	GCF_001999245.1
s__Neoasaia chiangmaiensis	GCF_002005465.1
s__Streptomyces niveus_A	GCF_002009175.1
s__Martelella mediterranea	GCF_002043005.1
s__Streptomyces albolongus	GCF_002082585.1
s__Mycobacterium colombiense	GCF_002105755.1
s__Brachyspira hampsonii	GCF_002214805.1
s__Blautia hansenii	GCF_002222595.2
s__Bradyrhizobium ottawaense	GCF_002278135.2
s__Calothrix sp002368395	GCF_002368395.1
s__Latilactobacillus sakei	GCF_002370355.1
s__Edwardiiplasma lactucae	GCF_002441935.1
s__Pacificitalea manganoxidans	GCF_002504165.1
s__Allorhizobium sp002600635	GCF_002600635.1
s__Enterococcus_B mundtii	GCF_002813755.1
s__Thiodictyon syntrophicum	GCF_002813775.1
s__Ketobacter alkanivorans	GCF_002863865.1
s__Rhizobium sp002944315	GCF_002944315.1
s__Pontimonas salivibrio	GCF_002950575.1
s__Actinomyces sp002999235	GCF_002999235.1
s__Phreatobacter cathodiphilus	GCF_003008515.1
s__Streptomyces sp003032475	GCF_003032475.1
s__Dongshaea marina	GCF_003072645.1
s__Flavobacterium album	GCF_003096035.1
s__Dietzia lutea	GCF_003096075.1
s__Hymenobacter nivis	GCF_003149515.1
s__Cardinium hertigii_A	GCF_003176915.1
s__Blattabacterium sp003226855	GCF_003226855.1
s__Streptomyces_D bronchialis	GCF_003258605.2
s__Alloprevotella sp003265305	GCF_003265305.2
s__Spiroplasma_B alleghenense	GCF_003363775.1
s__Alteromonas sediminis	GCF_003429285.1
s__Neorhizobium sp003491345	GCF_003491345.1
s__Solirubrum oligotrophum	GCF_003574965.1
s__Neorhizobium sp003597675	GCF_003597675.1
s__Streptococcus koreensis	GCF_003627135.1
s__Acidovorax sp002754495	GCF_003669015.1
s__Pseudomonas_E hunanensis	GCF_003671955.1
s__Actinoplanes teichomyceticus	GCF_003711105.1
s__Runella sp003711225	GCF_003711225.1
s__Thiodubiliella sp001875585	GCF_003711265.1
s__Herbaspirillum rubrisubalbicans	GCF_003719195.1
s__Pseudomonas_E sp001705835	GCF_003850565.1
s__Shewanella livingstonensis	GCF_003855395.1
s__Epilithonimonas vandammei	GCF_003860525.1
s__Microbacterium sp003931875	GCF_003931875.1
s__Desulfovibrio_Q ferrophilus	GCF_003966735.1
s__Maribacter sp002742365	GCF_003970695.1
s__Cognaticolwellia sp003971255	GCF_003971255.1
s__Halobacillus litoralis_A	GCF_004101865.1
s__Bacillus vallismortis	GCF_004116955.1
s__Yersinia hibernica	GCF_004124235.1
s__GCA-004216475 sp004216475	GCF_004216475.1
s__Clostridium_AP scindens	GCF_004295125.1
s__Litorilituus sediminis	GCF_004295665.1
s__Aliarcobacter porcinus	GCF_004299785.2
s__Pseudoalteromonas sp001974855	GCF_004328665.1
s__Citrobacter freundii_E	GCF_004353845.1
s__Weissella_A cryptocerci	GCF_004358325.1
s__Acetilactobacillus jinshanensis	GCF_004359375.1
s__Nocardioides seonyuensis	GCF_004683965.1
s__Weissella confusa_B	GCF_004771295.1
s__Agrobacterium larrymoorei	GCF_005145045.1
s__Alteromonas lutimaris	GCF_005222225.1
s__Arthrobacter_I sp005280255	GCF_005280255.1
s__Brevibacterium sp005280295	GCF_005280295.1
s__Streptomyces clavuligerus	GCF_005519465.1
s__Paroceanicella profunda	GCF_005887635.2
s__Sulfitobacter sp006064855	GCF_006064855.1
s__UBA3947 sp006351925	GCF_006351925.1
s__Georgenia sp006352065	GCF_006352065.1
s__Pseudomonas_B psychrotolerans_B	GCF_006384975.1
s__Nitrosomonas stercoris	GCF_006742785.1
s__Weissella hellenica_B	GCF_006777025.1
s__Urbifossiella limnaea	GCF_007747215.1
s__Bremerella volcania	GCF_007748115.1
s__Noviherbaspirillum sp007874125	GCF_007874125.1
s__Pigmentiphaga aceris	GCF_008119665.1
s__Bosea sp008253865	GCF_008253865.1
s__Mycobacterium grossiae	GCF_008329645.1
s__Neptunomonas concharum	GCF_008630635.1
s__Streptomyces coeruleorubidus	GCF_008705135.1
s__Microbacterium lushaniae	GCF_008727775.1
s__Tepidiforma bonchosmolovskayae	GCF_008838325.1
s__Bacteroides zhangwenhongi	GCF_009193325.2
s__Roseovarius sp009363715	GCF_009363715.1
s__Priestia megaterium_A	GCF_009497655.1
s__Spiribacter sp009676705	GCF_009676705.1
s__Yersinia canariae	GCF_009831415.1
s__Rathayibacter sp009834185	GCF_009834185.1
s__Aequoribacter fuscus	GCF_009910365.1
s__Gordonia pseudoamarae	GCF_009914535.1
s__Mycobacterium doricum	GCF_010728155.1
s__Caulobacter rhizosphaerae	GCF_010977555.1
s__Spartinivicinus ruber	GCF_011009015.1
s__Buchnera aphidicola_BE	GCF_011035165.1
s__Roseimicrobium sp011044495	GCF_011044495.1
s__Brevundimonas mediterranea_A	GCF_011064825.1
s__Leclercia sp003024485	GCF_011290365.1
s__Brevilactibacter coleopterorum	GCF_011393335.1
s__Rossellomorea sp011398925	GCF_011398925.1
s__Dolichospermum sp000312705	GCF_012516395.1
s__Mycoplasmopsis sp013008635	GCF_013008635.1
s__Metamycoplasma sp013008815	GCF_013008815.1
s__Herbiconiux sp013113715	GCF_013113715.1
s__Spirosoma taeanense	GCF_013127955.1
s__Pseudonocardia broussonetiae	GCF_013155125.1
s__Mesorhizobium sp013170825	GCF_013170825.1
s__Xylella taiwanensis	GCF_013177435.1
s__Campylobacter_E canadensis	GCF_013177655.1
s__Campylobacter_A sp013201975	GCF_013201975.1
s__Kroppenstedtia_A pulmonis	GCF_013265585.1
s__Poseidonibacter lekithochrous	GCF_013283835.1
s__Campylobacter_D lari	GCF_013372185.1
s__Galbibacter_A sp013391805	GCF_013391805.1
s__Rothia sp004136585	GCF_013394385.1
s__Winogradskyella schleiferi	GCF_013394655.1
s__Pseudomonas_Q sp013395055	GCF_013395055.1
s__Paraburkholderia sp013426895	GCF_013426895.1
s__Streptacidiphilus sp014084125	GCF_014084125.1
s__Erysipelatoclostridium ramosum	GCF_014131695.1
s__Fusobacterium hwasookii	GCF_014217355.1
s__Anaerocolumna cellulosilytica	GCF_014218335.1
s__Synechococcus_E sp002724845	GCF_014279895.1
s__Streptomyces sp014621695	GCF_014621695.1
s__Stenotrophomonas sp014621775	GCF_014621775.1
s__Roseicitreum antarcticum	GCF_014681765.1
s__Schlegelella thermodepolymerans	GCF_015476235.1
s__Mycobacterium sp015710575	GCF_015710575.1
s__Halomonas sp002119345	GCF_015767635.1
s__Staphylococcus lloydii	GCF_015775975.1
s__Cyanobium sp015840715	GCF_015840715.1
s__Oceanicola pacificus_A	GCF_016134045.1
s__Neptunomonas japonica_A	GCF_016592555.1
s__Streptomyces sp016598615	GCF_016598615.1
s__Luteimonas sp016615815	GCF_016615815.1
s__Rickettsia tillamookensis	GCF_016743795.1
s__Legionella_C sp016864235	GCF_016864235.1
s__Marinicauda algicola	GCF_017161425.1
s__Sporosarcina sp017498505	GCF_017498505.1
s__Brevundimonas sp017795885	GCF_017795885.1
s__Treponema_D parvum_A	GCF_017893945.1
s__Aromatoleum petrolei	GCF_017894385.1
s__Thiothrix sp017901155	GCF_017901155.1
s__Pseudomonas_E sp017968885	GCF_017968885.1
s__Coxiella sp018107685	GCF_018107685.1
s__Prevotella sp018127805	GCF_018127805.1
s__Leptotrichia sp018128225	GCF_018128225.1
s__Streptococcus sp018137985	GCF_018137985.1
s__Gallionella kumadai	GCF_018324385.1
s__Novosphingobium sp000813185	GCF_018417475.1
s__Polynucleobacter sp018687195	GCF_018687195.1
s__Amycolatopsis sp018736145	GCF_018736145.1
s__Bacillus_A cereus_U	GCF_018742245.1
s__Subtercola sp018889995	GCF_018889995.1
s__Paenibacillus sophorae	GCF_018966525.1
s__Geomonas sp018986935	GCF_018986935.1
s__Promineofilum breve	GCF_900066015.1
s__Mikella sp900090215	GCF_900090215.1
s__Polynucleobacter necessarius_H	GCF_900095215.1
s__Ezakiella massiliensis	GCF_900120165.1
s__Helicobacter pylori_BU	GCF_900120335.1
s__Herminiimonas arsenitoxidans	GCF_900130075.1
s__Listeria ivanovii	GCF_900187025.1
s__Hartmannibacter diazotrophicus	GCF_900231165.1
s__Moritella yayanosii	GCF_900465055.1
s__Haemophilus aegyptius	GCF_900475885.1
s__Mycoplasmopsis_A edwardii	GCF_900476105.1
s__Mycoplasma capri	GCF_900489555.1
s__Tsukamurella paurometabola_A	GCF_900631615.1
s__Kluyvera intermedia	GCF_900635475.1
s__Lacticaseibacillus rhamnosus	GCF_900636965.1
s__Streptococcus oralis	GCF_900637025.1
s__Actinomyces slackii	GCF_900637295.1
s__Neisseria animaloris	GCF_900637855.1
s__Aquicella_A siphonis	GCF_902459485.1
s__Desulfovibrio sp900095395	GCF_902702915.1
s__Cloacibacterium caeni_A	GCF_907163105.1
s__Lysobacter sp907164845	GCF_907164845.1
s__Terricaulis sp001679665	GCA_001679665.1
s__Gordonia sp014041935	GCA_014041935.1
s__Faecalibacter bovis	GCA_017948305.1
s__Bacillus_A sp018966865	GCA_018966865.1
s__Bacillus_A cereus	GCF_000007825.1
s__Thermotoga maritima	GCF_000008545.1
s__Staphylococcus saprophyticus	GCF_000010125.1
s__Brevibacillus brevis_D	GCF_000010165.1
s__Microcystis aeruginosa	GCF_000010625.1
s__Hydrogenobacter thermophilus	GCF_000010785.1
s__Rickettsia bellii	GCF_000012385.1
s__Nitrobacter winogradskyi	GCF_000012725.1
s__Frankia casuarinae	GCF_000013345.1
s__Rhodococcus jostii_A	GCF_000014565.1
s__Shewanella piezotolerans	GCF_000014885.1
s__Shewanella amazonensis	GCF_000015245.1
s__Flavobacterium johnsoniae	GCF_000016645.1
s__Shewanella sediminis	GCF_000018025.1
s__Petrotoga mobilis	GCF_000018605.1
s__Thermotoga neapolitana	GCF_000018945.1
s__Nostoc punctiforme	GCF_000020025.1
s__Alteromonas mediterranea	GCF_000020585.3
s__Thermodesulfovibrio yellowstonii	GCF_000020985.1
s__Actinosynnema mirum	GCF_000023245.1
s__Alicyclobacillus acidocaldarius	GCF_000024285.1
s__Listeria seeligeri	GCF_000027145.1
s__Lawsonia intracellularis	GCF_000055945.1
s__Listeria welshimeri	GCF_000060285.1
s__Gloeothece verrucosa	GCF_000147335.1
s__Rubinisphaera brasiliensis	GCF_000165715.2
s__Caldicellulosiruptor owensensis	GCF_000166335.1
s__Asticcacaulis excentricus	GCF_000175215.2
s__Streptomyces sp000177195	GCF_000177195.2
s__Phocaeicola salanitronis	GCF_000190575.1
s__Cellulophaga lytica	GCF_000190595.1
s__Aerococcus urinae_A	GCF_000193205.1
s__Nitratidesulfovibrio vulgaris	GCF_000195755.1
s__Rhodopirellula baltica	GCF_000196115.1
s__Acetoanaerobium sticklandii	GCF_000196455.1
s__Trichormus_B azollae	GCF_000196515.1
s__Thiomicrospira cyclica	GCF_000214825.1
s__Thermodesulfatator indicus	GCF_000217795.1
s__Midichloria mitochondrii	GCF_000219355.1
s__Ketogulonicigenium vulgare	GCF_000223375.1
s__Hyphomicrobium denitrificans_A	GCF_000230975.2
s__Frateuria aurantia	GCF_000242255.2
s__Dwaynesavagella sp000270205	GCF_000270205.1
s__Leptospirillum ferrooxidans	GCF_000284315.1
s__Caldisericum exile	GCF_000284335.1
s__Leptospirillum_A rubarum	GCF_000299235.1
s__Thalassospira xiamenensis	GCF_000300235.2
s__Fortiea sp000316575	GCF_000316575.1
s__Stanieria cyanosphaera	GCF_000317575.1
s__Anabaena cylindrica	GCF_000317695.1
s__Thioalkalivibrio_B nitratireducens	GCF_000321415.2
s__Myxococcus stipitatus	GCF_000331735.1
s__Pseudobdellovibrio exovorus	GCF_000348725.1
s__Azotobacter vinelandii	GCF_000380335.1
s__Clostridium_I pasteurianum_A	GCF_000389635.1
s__Profftella armatura	GCF_000441555.1
s__Flavobacterium indicum	GCF_000455605.1
s__Bacillus_AB infantis	GCF_000473245.1
s__Phaeobacter gallaeciensis	GCF_000511385.1
s__Sodalis_A pierantonius	GCF_000517405.1
s__Fimbriimonas ginsengisoli	GCF_000724625.1
s__Sphingobacterium sp000747525	GCF_000747525.1
s__Paenibacillus stellifer	GCF_000758685.1
s__Paenibacillus odorifer	GCF_000758725.1
s__Thermoanaerobacter kivui	GCF_000763575.1
s__Pseudomonas_E parafulva_A	GCF_000800255.1
s__Clostridium botulinum_A	GCF_000827935.1
s__Methyloceanibacter caenitepidi	GCF_000828475.1
s__Pseudothermotoga_B profunda	GCF_000828675.1
s__Serpentinomonas raichei	GCF_000828895.1
s__Streptomyces vietnamensis	GCF_000830005.1
s__Mycoplasma yeatsii	GCF_000875755.1
s__Muricauda_A lutaonensis	GCF_000963865.1
s__Iodobacter sp000969645	GCF_000969645.2
s__Blochmannia sp000973505	GCF_000973505.1
s__Ferriphaselus amnicola	GCF_000974685.2
s__Photorhabdus thracensis	GCF_001010285.1
s__Corynebacterium uterequi	GCF_001021065.1
s__Croceicoccus naphthovorans	GCF_001028705.1
s__Cronobacter muytjensii	GCF_001277195.1
s__Thioglobus autotrophicus	GCF_001293165.1
s__Pseudomonas_E versuta	GCF_001294575.1
s__Acinetobacter equi	GCF_001307195.1
s__Devosia_A sp001402915	GCF_001402915.1
s__Chryseobacterium sp001456155	GCF_001456155.1
s__Achromobacter xylosoxidans	GCF_001457475.1
s__Campylobacter_D jejuni	GCF_001457695.1
s__Kocuria flava	GCF_001482365.1
s__Erwinia_B gerundensis	GCF_001517405.1
s__Pseudomonas_E sp001547895	GCF_001547895.1
s__Leptolyngbya sp001548435	GCF_001548435.1
s__Nibribacter sp001577755	GCF_001577755.1
s__Pseudomonas_E glycinae	GCF_001594225.2
s__Helicobacter_F himalayensis	GCF_001602095.1
s__Luteitalea pratensis	GCF_001618865.1
s__Anoxybacillus_A amylolyticus	GCF_001634285.1
s__Nocardioides dokdonensis	GCF_001653335.1
s__Tsuneonella dongtanensis	GCF_001698205.1
s__Lentzea guizhouensis	GCF_001701025.1
s__Rhodoluna planktonica	GCF_001854225.1
s__Tenacibaculum_A todarodis	GCF_001889045.1
s__Metabacillus weihaiensis	GCF_001889165.1
s__Rhizobium etli_B	GCF_001908375.1
s__Paludisphaera borealis	GCF_001956985.1
s__Companilactobacillus allii	GCF_001971585.1
s__Winogradskyella sp001971725	GCF_001971725.1
s__Sphingopyxis sp001984035	GCF_001984035.1
s__Limihaloglobus sulfuriphilus	GCF_001999965.1
s__Polaribacter sp002005425	GCF_002005425.1
s__Campylobacter_D cuniculorum	GCF_002104335.1
s__Sporosarcina ureae_C	GCF_002109325.1
s__Rhizobacter gummiphilus	GCF_002116905.1
s__Agarilytica rhodophyticola	GCF_002157225.2
s__Sulfuriferula_A sp002162035	GCF_002162035.1
s__Paenibacillus donghaensis	GCF_002192415.1
s__Streptomyces albireticuli_B	GCF_002192455.1
s__Actinopolyspora erythraea	GCF_002263515.1
s__Bradyrhizobium amphicarpaeae	GCF_002266435.2
s__Rickettsia sp002285905	GCF_002285905.1
s__Capnocytophaga canimorsus	GCF_002302565.1
s__Filimonas lacunae	GCF_002355595.1
s__Ichthyobacterium seriolicida	GCF_002369955.1
s__Collinsella aerofaciens_A	GCF_002736145.1
s__Reinekea forsetii	GCF_002795845.1
s__Mesoplasma coleopterae	GCF_002804245.1
s__Dickeya fangzhongdai	GCF_002812485.1
s__Paracoccus zhejiangensis	GCF_002847445.1
s__Amycolatopsis sp002849735	GCF_002849735.1
s__Companilactobacillus alimentarius	GCF_002849895.1
s__Flavivirga eckloniae	GCF_002886045.1
s__Kitasatospora sp002943525	GCF_002943525.1
s__Halomonas sp002966495	GCF_002966495.1
s__Fusobacterium_C gonidiaformans	GCF_003019695.1
s__Gemmobacter_B sp003060865	GCF_003060865.1
s__Polynucleobacter difficilis	GCF_003065365.1
s__Azoarcus_C communis_A	GCF_003111645.1
s__Streptomyces cadmiisoli	GCF_003261055.1
s__Paenibacillus sp003268635	GCF_003268635.1
s__Specibacter dokdonellae	GCF_003268655.1
s__Lysobacter_B oculi	GCF_003293695.1
s__Mycobacterium marinum	GCF_003391395.1
s__Thalassospira indica	GCF_003403095.1
s__Novosphingobium sp003454795	GCF_003454795.1
s__Aliarcobacter ellisii	GCF_003544915.1
s__Lachnoanaerobaculum umeaense	GCF_003589745.1
s__Chryseolinea soli	GCF_003589925.1
s__Companilactobacillus zhachilii	GCF_003606365.2
s__Zymobacter palmae	GCF_003610015.1
s__Cryobacterium soli	GCF_003611035.1
s__Pseudomonas_E fluorescens_BA	GCF_003626995.1
s__Rhizobium jaguaris	GCF_003627755.1
s__Streptomyces hundungensis	GCF_003627815.1
s__Lactiplantibacillus pentosus	GCF_003641185.1
s__Corynebacterium choanae	GCF_003813965.1
s__Corynebacterium geronticis	GCF_003813985.1
s__Metamycoplasma struthionis	GCF_003855455.1
s__Scandinavium goeteborgense	GCF_003935895.2
s__Streptomyces sp000158895	GCF_003950035.1
s__Parolsenella catena	GCF_003966955.1
s__Anoxybacter fermentans	GCF_003991135.1
s__Paenibacillus_A lutimineralis	GCF_003991425.1
s__Actinomyces wuliandei	GCF_004010955.1
s__Rathayibacter festucae	GCF_004011135.1
s__Pseudomonas_E sp004124275	GCF_004124275.1
s__Solidesulfovibrio carbinolicus	GCF_004135975.1
s__Wolbachia pipientis_C	GCF_004171285.1
s__Synechococcus_C sp004209775	GCF_004209775.1
s__Pseudoduganella albidiflava	GCF_004322755.1
s__Microbacterium wangchenii	GCF_004564355.1
s__Nocardioides euryhalodurans	GCF_004564375.1
s__Cupriavidus oxalaticus_A	GCF_004768545.1
s__Vagococcus_A sp004792515	GCF_004792515.1
s__Olleya sp004843725	GCF_004843725.1
s__Buchnera aphidicola_X	GCF_005080705.1
s__Desulfoglaeba alkanexedens	GCF_005377625.1
s__Curtobacterium oceanosedimentum	GCF_005490985.1
s__Allorhizobium desertarenae	GCF_005860795.2
s__Exiguobacterium mexicanum	GCF_005960665.1
s__Caloramator_B sp006016075	GCF_006016075.1
s__Leclercia adecarboxylata_A	GCF_006171285.1
s__Alteromonas iocasae	GCF_006228385.1
s__Lysobacter alkalisoli	GCF_006547045.1
s__Klebsiella electrica	GCF_006711645.1
s__Streptococcus mutans	GCF_006739205.1
s__Radiobacillus deserti	GCF_007301515.1
s__Polystyrenella longa	GCF_007750395.1
s__Planctopirus ephydatiae	GCF_007752345.1
s__Sphingomicrobium xanthus	GCF_007998985.1
s__Chitinophaga sp008086345	GCF_008086345.1
s__Campylobacter_B sputorum	GCF_008245005.1
s__Limnoglobus roseus	GCF_008254045.1
s__Methylomonas rhizoryzae	GCF_008632455.1
s__Cupriavidus pauculus_D	GCF_008693385.1
s__Streptomyces alboniger	GCF_008704395.1
s__Spirillospora sp008824145	GCF_008824145.1
s__Palleronia sp900609015	GCF_009363795.1
s__Variovorax paradoxus_H	GCF_009498455.1
s__Alistipes_A pullistercoris	GCF_009557455.1
s__Aeromicrobium yanjiei	GCF_009649075.1
s__Litoricola lipolytica	GCF_009650135.1
s__Allosaccharopolyspora coralli	GCF_009664835.1
s__Sodaliphilus pleomorphus	GCF_009676955.1
s__Cellulomonas sp009720485	GCF_009720485.1
s__Paenibacillus_AC psychroresistens	GCF_009728935.1
s__Corynebacterium sp009734405	GCF_009734405.1
s__Blochmannia sp009827135	GCF_009827135.1
s__Pseudomonas_E sp009866765	GCF_009866765.1
s__Sulfuriferula plumbiphila	GCF_009938015.1
s__Mycobacterium hiberniae	GCF_010729485.1
s__Mycobacterium noviomagense	GCF_010731635.1
s__Nocardioides anomalus	GCF_011046535.1
s__Muricauda sp011068285	GCF_011068285.1
s__Erysipelothrix sp011299615	GCF_011299615.1
s__Acidovorax_C sp011303755	GCF_011303755.1
s__Shewanella aestuarii_A	GCF_011765625.1
s__Francisella sp012224145	GCF_012224145.1
s__Arcanobacterium sp012563545	GCF_012563545.1
s__Mucilaginibacter sp012849215	GCF_012849215.1
s__Achromobacter pestifer_A	GCF_013267355.1
s__Thiomicrorhabdus xiamenensis	GCF_013282625.1
s__Deefgea sp013284055	GCF_013284055.1
s__Mycoplasmopsis_A sp013348745	GCF_013348745.1
s__Rhodococcus sp003350365	GCF_013348805.1
